Title,Name,Desc,Attribute 
aspiring physicist,AspiringPhysicist47,"The daughter of an engineer and doctor, [PAWN_nameDef]'s early life was intellectually rich. After visiting a physics lab, [PAWN_pronoun] decided [PAWN_pronoun] wanted to be a quantum physicist.

Bitten by a camel, kicked off a horse, and chased by dogs, [PAWN_nameDef] developed a fear of animals.",Construction+1	Intellectual+3	Crafting+2	
quiet nerd,QuietNerd97,"[PAWN_nameDef] was raised by doting parents on a midworld. Instead of playing with other children, [PAWN_pronoun] read books voraciously.

[PAWN_pronoun] was not particularly rugged, and struggled with physical labor.",Intellectual+2	Social-2	Artistic+1	Crafting+2	
spacer orphan,SpacerOrphan77,"Born among stars to a spacefaring family, the [PAWN_nameDef] was the only survivor when [PAWN_possessive] family's ship was destroyed.

[PAWN_pronoun] was forced to find a way to survive, and seek the joy of knowing another family.",Shooting+2	Melee+4	Crafting+2	
small town kid,SmallTownKid41,"[PAWN_nameDef] grew up in an isolated midworld village, surrounded by opticows and countryside.

[PAWN_possessive] parents taught [PAWN_objective] a wide range of useful domestic skills, but a peaceful and secure childhood left [PAWN_objective] with little understanding of the harder parts of life.",Construction-3	Plants+3	Mining-3	Cooking+3	Medicine+3	Animals+3	
steamworld tinker,SteamworldTinker38,"In the slums of a steamworld, [PAWN_nameDef] developed a fascination with machines and contraptions. [PAWN_pronoun] found [PAWN_pronoun] preferred their company to that of other people.

[PAWN_possessive] remarkable dexterity earned [PAWN_objective] a steady stream of pocket change, and [PAWN_pronoun] spent every penny on spare parts and tools to play with.",Construction+4	Social-3	Crafting+3	
abandoned orphan,AbandonedOrphan61,"Abandoned at birth, young [PAWN_nameDef] started [PAWN_possessive] life in an orphanage.

A rascal and a scoundrel, [PAWN_pronoun] became a clever troublemaker.",Plants-3	Shooting+2	Melee+3	Social+2	
space nerd,SpaceNerd97,[PAWN_nameDef] just wanted to be cool like [PAWN_possessive] favorite superhero All-Might. [PAWN_pronoun] dreamed of going on space adventures and exploring new worlds. [PAWN_pronoun] also dreamed of chocolate... space chocolate.,Intellectual+4	Social-3	Cooking+2	Crafting+2	
child spy,ChildSpy84,"Children are often presumed innocent, and so make ideal spies. [PAWN_nameDef] was trained in the arts of infiltration and information-gathering when [PAWN_pronoun] was very young.

[PAWN_possessive] spent years behind enemy lines, gathering intel in a brutal war. During this time, [PAWN_pronoun] had limited opportunity for education.",Shooting+3	Social+3	Medicine+1	
turtle herder,TurtleHerder41,"Born to settler folk, [PAWN_nameDef]'s family had a beloved herd of turtles, who protected them by absorbing shots from raiders.

At a young age, [PAWN_pronoun] was entrusted with the turtles. [PAWN_pronoun] bred them, successfully - too successfully. The massive turtle herds consumed every food source and destroyed the local ecosystem.",Shooting+2	Social+1	Artistic-2	Animals+5	
computer geek,ComputerGeek62,"[PAWN_nameDef] spent most of [PAWN_possessive] childhood on [PAWN_possessive] computer, typing away, never knowing when to get up and eat.

[PAWN_pronoun] had a very narrow interest: hacking cryptosleep safety protocols.",Construction+3	Intellectual+3	Shooting-2	Animals+2	
freethinker,Freethinker38,"[PAWN_nameDef] grew up on a toxic world with tyrannical leaders. While the rest of the population was high on the planet's narcotic exports, [PAWN_pronoun] joined a rebel militia.

After a risky operation against the regime failed, [PAWN_pronoun] fled the planet, staying alive by threatening mutual annihilation with a planetcracker antimatter bomb.",Intellectual+2	Shooting+3	Social+2	Artistic+2	
navy pathfinder,NavyPathfinder53,[PAWN_nameDef] was raised and trained by a group of military explorers dedicated to charting pathways through deep space and on remote planets.,Intellectual+3	Shooting+2	Social+3	Cooking-2	Animals+4	
hunter scavenger,HunterScavenger64,"Born to a family of raiders in the mudlands of Vinna, [PAWN_nameDef] survived by scavenging food and resources from nearby settlements with [PAWN_possessive] gang. [PAWN_pronoun] was the most ferocious of the bunch.",Social+2	Cooking+2	Medicine+2	Artistic+3	
computer,Computer80,"As a child, [PAWN_nameDef] crafted complex algorithms. [PAWN_pronoun] was used as a ""human computer"" for most of [PAWN_possessive] childhood. This left [PAWN_objective] socially awkward and rather scrawny.

        Despite the solitary confinement, [PAWN_nameDef] developed a great imagination to occupy [PAWN_possessive] idle time.",Construction-2	Plants-3	Intellectual+4	Artistic+1	Crafting+3	
commoner heir,CommonerHeir5,"[PAWN_nameDef] was a street urchin on a feudal steamworld.

        After [PAWN_pronoun] tried to steal food from the palace, the emperor, desperate to secure an heir, took [PAWN_objective] in and groomed [PAWN_objective] to be next in line for the throne.",Intellectual+1	Melee+2	Crafting+3	
rebellious student,RebelliousStudent74,"[PAWN_nameDef] had a shot at an education, but [PAWN_pronoun] rebelled against the injustices [PAWN_pronoun] saw and was expelled from three schools. This left [PAWN_objective] with a sense of integrity, but a lack of social skills.

        [PAWN_nameDef] sought self-actualization. [PAWN_pronoun] spent [PAWN_possessive] days meditating and practicing katana and staff fighting techniques.",Intellectual+2	Melee+4	Social-3	Artistic+2	
spaceyacht pilot,SpaceyachtPilot89,"[PAWN_nameDef] ferried wealthy businessmen and politicians to and from [PAWN_possessive] home world.

        Witnessing the depths of hedonism these people descended to changed [PAWN_objective] in ways not even [PAWN_pronoun] understood.",Melee+2	Social+4	
shunned girl,ShunnedGirl30,"Freya was born into a small, poor family. She was bullied relentlessly, beaten and hated. As she grew up she developed an   interest in guns. She usually studied from books, but occasionally managed to get some practice time with the real thing. Freya later   discovered a talent for art and began to teach herself how to draw and paint.",Shooting+2	Social-2	
medieval nomad,MedievalNomad12,"Born to a nomadic family in a feudal society, [PAWN_nameDef] was instructed in the arts of speechcraft, sleight of hand, horse riding.

        [PAWN_pronoun] was always running around the camp doing odd jobs to help [PAWN_possessive] extended family.",Social+2	Cooking+2	Animals+2	
art slave,ArtSlave57,"[PAWN_nameDef] was born on the dark edge of a tidally-locked urbworld. After an argument, [PAWN_possessive] father sold [PAWN_objective] to a local district lord as a slave artist.

Forced to create art or be punished, [PAWN_pronoun] withdrew and became unable to form relations with others.",Artistic+4	
orphaned acrobat,OrphanedAcrobat84,"Born a quiet urbworld orphan, [PAWN_nameDef] was invited to join a traveling circus. [PAWN_possessive] small size and observant nature helped [PAWN_nameDef] become a noted acrobat.

Unfortunately, [PAWN_possessive] violent tendencies brought [PAWN_possessive] acrobatic career to an early end.",Melee+2	Social+3	Animals+1	
curious child,CuriousChild33,"[PAWN_nameDef] was more interested in the systems and patterns of the world rather than its inhabitants. [PAWN_possessive] social skills suffered.

[PAWN_nameDef] came to understand that all things are part of the whole, and to destroy part would be to destroy all.",Intellectual+4	Social-3	Mining-2	
Steward's assisant,StewardsAssisant28,"A steward on medieval merchant ships, [PAWN_nameDef] was well-travelled on [PAWN_possessive] homeworld by [PAWN_possessive] early teens.

The constant orders from [PAWN_possessive] captain, however, fostered a defiant streak, as well as a general disaste for anything [PAWN_pronoun] considered to be busywork.",Melee+5	Cooking+5	Artistic-2	
Monkey child,MonkeyChild67,"When [PAWN_pronoun] was a baby, [PAWN_nameDef]'s parents traded their child to a troop of monkeys. Little is known of [PAWN_possessive] life among the primates.",Plants+6	Mining+4	Social-3	Animals+6	
Old money heir,OldMoneyHeir46,"[PAWN_nameDef] grew up a sheltered and spoiled child in one of the many manors of [PAWN_possessive] old-money industrialist family.

While attending an elite private school, [PAWN_nameDef] received an extensive education in the arts and sciences, but never saw the horrors of the real world.",Intellectual+3	Social+4	Artistic+2	
Musical kid,MusicalKid14,[PAWN_nameDef] was born with an almost magic voice. [PAWN_pronoun] learned to sing as a baby. [PAWN_possessive] voice also had a special timbre to it which calmed down everyone who listened to it.,Social+3	Artistic+3	
punk,Punk30,[PAWN_nameDef] spent [PAWN_possessive] childhood selling knockoff cigarettes to 15-year-olds. The cigarettes were often full of grass clippings.,Intellectual-2	Social-2	
hunter,Hunter74,"[PAWN_nameDef] tracked, trapped and killed animals for their meat and leather.
\n[PAWN_nameDef] used both ranged and melee weapons. Sometimes, [PAWN_pronoun] hunted alongside animals.",Shooting+4	Melee+3	Animals+2	
logger,Logger16,[PAWN_nameDef] chopped trees and hauled their lumber back to the tribe. [PAWN_pronoun] wielded [PAWN_possessive] axe with the finesse of an artist and the force of a charging muffalo.,Plants+6	Melee+3	
gatherer,Gatherer70,"Using [PAWN_possessive] knowledge of plants, roots, and berries, [PAWN_nameDef] could find food in even the most barren landscapes. [PAWN_pronoun] stayed away from animals.",Plants+8	Animals-2	
digger,Digger66,[PAWN_nameDef] carved living spaces and mined minerals from the sides of hills and mountains. [PAWN_pronoun] learned to feel at home picking through rock and shoring up cave walls.,Mining+6	Construction+2	
weaver,Weaver63,"[PAWN_nameDef] was an expert at working wool, plant fibers and natural dyes into beautiful clothing for [PAWN_possessive] kin. [PAWN_possessive] handicrafts were traded frequently with other settlements.",Crafting+6	Plants+2	
framer,Framer37,"[PAWN_nameDef] was responsible for erecting structures for [PAWN_possessive] fellow tribespeople to live in. This included both temporary structures for nomadic travel, and permanent settlements. Gathering building materials from local plant life was part of the job.",Construction+6	Plants+2	
stew keeper,StewKeeper95,"[PAWN_nameDef] prepared meals from the plants and animals brought in by gatherers, farmers, and hunters of [PAWN_possessive] tribe. [PAWN_pronoun] had to make sure it was calorie-efficient, long-lasting, and healthy. [PAWN_pronoun] often processed and sometime gathered plants [PAWN_objective]self.",Cooking+6	Plants+2	
tamer,Tamer79,"[PAWN_nameDef]'s role in [PAWN_possessive] tribe was to connect with the natural world around - especially the world of animals. In addition to fulfilling a spiritual role, [PAWN_pronoun] also tamed wild beasts and cared for them as they served the tribe.",Animals+6	Social+2	
carver,Carver1,"[PAWN_nameDef] carved artworks for [PAWN_possessive] tribe from wood, stone, and occasionally, more exotic materials. The work was sometimes sold, and sometimes kept to beautify settlements and provide a focus for rituals.",Artistic+7	
healer,Healer46,"After [PAWN_possessive] tribe's elder healer was killed in a raid, [PAWN_nameDef] took on the role. [PAWN_pronoun] spent [PAWN_possessive] days scrounging up herbs and mineral compounds from the nearby area to use in surprisingly effective remedies.",Medicine+5	Plants+3	
hearth tender,HearthTender66,"While the others were out hunting and foraging, [PAWN_nameDef] would stay at home to cook and take care of the young and sick.",Cooking+4	Medicine+3	Crafting+2	
warrior,Warrior94,"[PAWN_nameDef] was a fearsome warrior, proficient with many weapons. [PAWN_pronoun] participated in many battles.",Melee+4	Shooting+4	
archer,Archer25,"[PAWN_nameDef] fought for [PAWN_possessive] tribe. [PAWN_pronoun] and specialized in the use of bows, pila, and other ranged weapons.",Melee+2	Shooting+7	
brave,Brave88,"[PAWN_nameDef] wielded ikwa, axes, clubs, and other close-ranged weapons in battles for [PAWN_possessive] tribe.",Melee+7	Shooting+2	
scout,Scout59,"Since [PAWN_possessive] tribe made contact with local outlanders, [PAWN_nameDef] contracted [PAWN_possessive] services out as a guide. Frequent contact with ancient technology made [PAWN_objective] comfortable with the lost machines.",Shooting+2	Intellectual+2	Social+2	
